Result ID,Session ID,Quiz Link ID,PKI Score,Perceptions JSON,Created At

d090e4f7-da62-425a-8184-e72231742658,ab8f4d8c-88b5-4564-acc2-f6fda9e3b8ba,42ef6643-0d86-4369-850f-20ae64faf8b9,0,"[{""questionId"":""d05ff5c6-907e-4f29-9e24-2fc494247f84"",""userGuessValue"":29,""actualValue"":2001,""timeToGuess"":5.099999999999999,""questionText"":""In what year did Prince Andrew retire from active service in the Royal Navy?""},{""questionId"":""4d38a284-e8ab-4dca-930e-f7d7a2661eed"",""userGuessValue"":8,""actualValue"":2,""timeToGuess"":3.3999999999999986,""questionText"":""How many children does Prince Andrew have?""},{""questionId"":""07607d08-695c-4aba-a880-70400531c388"",""userGuessValue"":73,""actualValue"":23,""timeToGuess"":3.1999999999999984,""questionText"":""On what date did Prince Andrew marry Sarah Ferguson?""},{""questionId"":""1e95475a-8bb5-42c4-b310-53d8e1674621"",""userGuessValue"":42,""actualValue"":23,""timeToGuess"":3.3999999999999986,""questionText"":""How old was Prince Andrew when he became a lieutenant in the Royal Navy?""},{""questionId"":""baf0f2fa-529c-4bab-83bc-63daa5a6ca13"",""userGuessValue"":65,""actualValue"":2019,""timeToGuess"":2.1999999999999975,""questionText"":""In what year did Prince Andrew step back from royal duties due to the Epstein scandal?""}]",2025-10-17T18:25:28.058Z
